#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
INSULT_PIGFACE;pigface;face de cochon;[Root.GetGesichtskrapfenHackfresse];;caracerdo;;;;;;;;;x #noun - child - chaste gluttonous
245.d2;[Root.GetBestName] received a crushing blow to the head in battle and suffered terrible injury to [Root.GetPossPronoun] face.;[Root.Get_only_Le_Title][Root.GetBestName] a reçu un grand coup à la tête durant la bataille et souffre d'une terrible blessure au visage.;[Root.GetBestName] erlitt im Kampf einen schrecklichen Schlag gegen den Kopf und ist nun durch eine grässliche Gesichtsverletzung entstellt.;;[Root.GetBestName] recibió un horrendo golpe en la cabeza en la batalla y [Root.GetPossPronoun] cara sufrió una herida horrible.;;;;;;;;;x
EVTDESC75110;One of [Root.Liege.GetTitledFirstName]'s prominent subjects has accused me of beating his daughter while a guest of their house!;Un éminent sujet [Root.Liege.Get_du_TitledFirstName] m'a accusé de battre sa fille lorsque je fus un invité de leur maison !;Ein einflussreicher Untertan von [Root.Liege.GetTitledFirstName] hat mir vorgeworfen, seine Tochter geschlagen zu haben, als ich bei ihnen zu Gast war!;;¡Uno de los súbditos más destacados de [Root.Liege.GetTitledFirstName] me ha acusado de golpear a su hija siendo un invitado de su casa!;;;;;;;;;x
EVTDESC75112;[From.GetTitledFirstName] decided to believe the girl's lies about me beating her and made me pay a huge fine!;[From.Get_Le_TitledFirstName] a décidé de croire les mensonges de la fille selon lesquels je l'aurais battue, et m'a fait payer un dédommagement conséquent !;[From.GetTitledFirstName] entschied, den Lügen des Mädchens, ich hätte es geschlagen, Glauben zu schenken, und brummte mir eine riesige Geldstrafe auf!;;¡[From.GetTitledFirstName] decidió creer las mentiras de la muchacha sobre que yo le había golpeado y me hizo pagar una multa enorme!;;;;;;;;;x
EVTOPTA75112;But I am innocent!;Mais je suis innocent !;Aber ich bin unschuldig!;;¡Pero soy inocente!;;;;;;;;;x
EVTDESC75113;Despite the girl's father demanding my head on a plate, [From.GetTitledFirstName] decided to be merciful and 'only' let me rot in the dungeon for who knows how long. The only trouble is, I am innocent of beating her!;Bien que le père de la fille exige ma tête sur un plateau, [From.GetTitledFirstName] a décidé de faire preuve de miséricorde et me laisse « seulement » croupir dans les geôles pour qui sait combien de temps. Le problème est que je ne l'ai pas battue !;Obwohl der Vater des Mädchens meinen Kopf forderte, entschied sich [From.GetTitledFirstName], Gnade vor Recht walten zu lassen und mich "nur" für unbestimmte Zeit im Kerker schmachten zu lassen. Das Problem dabei: Ich habe sie gar nicht geschlagen!;;A pesar de que el padre de la chica exige mi cabeza en una bandeja, [From.GetTitledFirstName] decidió ser misericordios[From.GetOA] y 'sólo' dejar que me pudra en el calabozo durante quién sabe cuánto tiempo. ¡El único problema es que soy inocente de golpearla!;;;;;;;;;x
EVTDESC75114;[From.GetTitledFirstName] believed me when I told [From.GetHerHim] I had never even talked to the girl who accused me of beating her and managed to find evidence that the girl was lying. Apparently, she and her friend had hatched a scheme to blackmail me;[From.Get_Le_TitledFirstName] m'a cru lorsque je lui ai dit que je n'ai jamais parlé à la fille qui m'a accusé de l'avoir battue et a réussi à trouver des preuves que la fille mentait. Apparemment, elle et son ami avaient concocté un plan pour me faire chanter.;[From.GetTitledFirstName] glaubte mir, als ich beteuerte, dass ich mit dem Mädchen, das mich der Schläge bezichtigte, nicht einmal gesprochen hatte, und fand schließlich auch Beweise für ihre Lügen. Anscheinend hatte sie mit ihrem Freund geplant, mich zu erpressen.;;[From.GetTitledFirstName] me creyó cuando [From.GetRleRla] conté que ni siquiera había hablado con la chica que me acusó de golpearla y logró encontrar pruebas de que la chica mentía. Por lo visto, su amigo y ella habían tramado un plan para chantajearme;;;;;;;;;x
EVTOPTA75114;Her black eye wasn't my fault then!;Son oeil au beurre noir n'était pas ma faute finalement !;Ihr blaues Auge war also nicht mein Verschulden!;;¡Su ojo morado no fue culpa mía!;;;;;;;;;x
EVTOPTC621;The heretics falter!;Les hérétiques chancellent !;Die Ketzer zögern!;;¡Los herejes flaquean!;;;;;;;;;x
EVTOPTA_RIP_13007_TOOLTIP;[From.GetTitledName] will consider your plea.;[From.Get_Le_TitledName] va réfléchir à votre supplication;[From.GetTitledName] wird Eure Bitte erwägen.;;[From.GetTitledName] tendrá en cuenta tu declaración.;;;;;;;;;x
prisoner_torture_desc;As §Y[Root.GetTitledName]§! is your prisoner, you may give the order to torture [Root.GetHerHim] as punishment.;Puisque [Root.Get_le_TitledNameJ] est dans vos geôles, vous pouvez donner l'ordre de [Root.GetLeLa] torturer en guise de châtiment.;Da §Y[Root.GetTitledName]§! Euer Gefangener ist, könnt Ihr anordnen, [Root.GetHerHim] zur Strafe foltern zu lassen.;;Como §Y[Root.GetTitledName]§! es tu prisionero, puedes dar la orden de torturar[Root.GetRleRla] como castigo.;;;;;;;;;x
exchange_land_for_hospital;Invite to Build Hospital;Appeler à construire un hôpital;Einladung zum Bau eines Hospitals;;Invita a construir hospital;;;;;;;;;x
exchange_land_for_hospital_desc;In exchange for land in which to build a castle, the [Root.PrimaryTitle.GetName] will also build a hospital to care for the people of [From.Capital.GetName].;En échange d'une terre sur laquelle construire un château, un hôpital sera aussi contruit par [Root.PrimaryTitle.Get_le_Realm] pour prendre soin des habitants de [From.Capital.GetName].;Im Tausch gegen Land für den Bau einer Burg wird [Root.PrimaryTitle.Getderdie] [Root.PrimaryTitle.GetName] auch ein Hospital für die Einwohner von [From.Capital.GetName] bauen.;;A cambio de tierras en las que construir un castillo, [Root.GetElLa] [Root.PrimaryTitle.GetName] también construirá un hospital para atender a la gente de [From.Capital.GetName];;;;;;;;;x
upgrade_hospital;[From.GetTitledName] has suggested that for a small donation to their holy coffers the hospital in [Root.Capital.GetName] could be expanded.;[From.Get_Le_TitledName] a laissé entendre que pour une petite donation à ses saints coffres l'hôpital à [Root.Capital.GetName] pourrait être agrandi.;[From.GetTitledName] hat angedeutet, dass das Hospital in [Root.Capital.GetName] gegen eine kleine Spende für die Kirche erweitert werden könnte.;;[From.GetTitledName] ha sugerido que, a cambio de una pequeña donación a sus santas arcas, se podría ampliar el hospital de [Root.Capital.GetName].;;;;;;;;;x
vassal_wars_law_0_desc;Vassals may fight against enemies both within and without the realm so long as Realm Peace is not enforced.;Les vassaux peuvent combattre leurs ennemis à l'intérieur comme à l'extérieur du pays tant que la paix dans le pays n'est pas décrétée.;Vasallen können gegen Feinde innerhalb und außerhalb des Reichs kämpfen, solange der Reichsfrieden nicht durchgesetzt wird.;;Vasallos pueden luchar contra enemigos tanto dentro como fuera del Reino, siempre y cuando no se imponga la Paz del Reino.;;;;;;;;;x
vassal_wars_law_1_desc;Vassals are forbidden from declaring war on enemies within the realm, but may attack external enemies so long as Realm Peace is not enforced.;Les vassaux ont l'interdiction de déclarer la guerre à leurs ennemis à l'intérieur du pays, mais peuvent attaquer leurs ennemis à l'extérieur, tant que la paix dans le pays n'est pas déclarée.;Vasallen dürfen Feinden innerhalb des Reichs nicht den Krieg erklären, können aber Feinde außerhalb des Reichs angreifen, solange der Reichsfrieden nicht durchgesetzt wird.;;Vasallos tienen prohibido declarar la guerra a enemigos dentro del Reino, pero pueden atacar a enemigos externos siempre y cuando no se haya impuesto la Paz del Reino.;;;;;;;;;x
vassal_wars_law_2_desc;Vassals are forbidden from declaring war both within and without the realm.;Les vassaux ont l'interdiction de déclarer la guerre, que ce soit à des ennemis à l'intérieur du pays ou à l'extérieur.;Vasallen dürfen Feinden weder innerhalb noch außerhalb des Reichs den Krieg erklären.;;Vasallos tienen prohibido declarar la guerra tanto dentro como fuera del Reino.;;;;;;;;;x
taking_it_easy;Taking it Easy;Se la coule douce;Gemütliche Herangehensweise;;Tomar las cosas con calma;;;;;;;;;x
taking_it_easy_desc;This character is taking it easy, trying not to overexert themselves.;Ce personnage se calme et essaie de ne pas se surmener.;Diese Person lässt es gemütlich angehen, um sich nicht zu überanstrengen.;;Este personaje toma las cosas con calma, tratando de no ejercer a sí mismos.;;;;;;;;;x
guide_dog;Guide Dog;Chien guide;Blindenhündin;;Perro guía;;;;;;;;;x
guide_dog_desc;This blind [GetManWoman] seems to be guided around by a large black dog, most peculiar...;Ce personnage aveugle est guidé par un grand chien noir très particulier...;[physician_target.GetDieserDiese] blinde [GetManWoman] scheint von einem großen, schwarzen Hund geführt zu werden. Wie sonderbar!;;Est[GetEA] [GetManWoman] parece cieg[Root.GetOA], pero le guía un gran perro negro muy peculiar…;;;;;;;;;x
fertility_treatment_custom_tooltip;[physician_target.GetFirstName] begins looking for ways to increase your fertility;[physician_target.GetFirstName] cherche un moyen d'améliorer votre fertilité;[physician_target.GetFirstName] beginnt mit der Suche nach einem Mittel, um Eure Fruchtbarkeit zu steigern.;;[physician_target.GetFirstName] empieza a buscar modos de aumentar tu fertilidad;;;;;;;;;x
drink_the_concoction_custom_tooltip;You drink the concoction [physician_target.GetFirstName] has brewed;Vous buvez la préparation de [physician_target.GetFirstName];Ihr trinkt das Gebräu, das [physician_target.GetFirstName] für Euch gemischt hat.;;Bebes el brebaje que [physician_target.GetFirstName] ha preparado;;;;;;;;;x
desc_prosperity_modifier_1;A prolonged period of peace and shrewd management has caused this county to §YProsper§!! \n\n§YProsperity§! will increase with time, but will be hampered by negative province modifiers, war, disease and sieges. Construct §YHospitals and Infrastructure§! and keep the province clear of hostile armies to ensure that the county continues to prosper.;Une période prolongée de paix et une gestion judicieuse ont donné lieu à une §Yéconomie prospère§! dans le comté ! \n\nLa §Yprospérité§! augmentera avec le temps, mais sera entravée par tout modificateur comtal négatif, la guerre, la maladie ou un siège. Construisez un §Yhôpital§! et gardez toute armée ennemie hors du comté afin qu'il continue à prospérer.;Nach einer langen Zeit des Friedens und gewandter Verwaltung §Ywächst§! diese Grafschaft wie nie zuvor! \n\nDer §YWohlstand§! wird sich im Lauf der Zeit steigern, doch negative Provinzmodifikatoren, Kriege, Krankheiten und Belagerungen wirken dem entgegen. Baut §YHospitale§! und haltet feindliche Armeen aus der Provinz fern, damit die Grafschaft weiter blühen kann.;;¡Un prolongado período de paz y gestión inteligente ha llevado a este condado a §YProsperar§!! \n\nLa §YProsperidad§! aumentará con el tiempo, pero será dificultada por modificadores de provincia negativos: guerra, enfermedad y asedios. Construye §YHospitales§! y mantén la provincia libre de ejércitos hostiles para asegurarte que el condado sigue prosperando.;;;;;;;;;x
desc_prosperity_modifier_2;A prolonged period of peace and shrewd management has caused this county to §YFlourish§!! \n\n§YProsperity§! will increase with time, but will be hampered by negative province modifiers, war, disease and sieges. Construct §YHospitals and Infrastructure§! and keep the province clear of hostile armies to ensure that the county continues to prosper.;Une période prolongée de paix et une gestion judicieuse ont donné lieu à une §Yéconomie florissante§! dans le comté ! \n\nLa §Yprospérité§! augmentera avec le temps, mais sera entravée par tout modificateur comtal négatif, la guerre, la maladie ou un siège. Construisez un §Yhôpital§! et gardez toute armée ennemie hors du comté afin qu'il continue à prospérer.;Nach einer langen Zeit des Friedens und gewandter Verwaltung §Yblüht§! diese Grafschaft geradezu! \n\nDer §YWohlstand§! wird sich im Lauf der Zeit steigern, doch negative Provinzmodifikatoren, Kriege, Krankheiten und Belagerungen wirken dem entgegen. Baut §YHospitale§! und haltet feindliche Armeen aus der Provinz fern, damit die Grafschaft weiter florieren kann.;;¡Un prolongado período de paz y gestión inteligente ha llevado a este condado a §YFlorecer§!! \n\nLa §YProsperidad§! aumentará con el tiempo, pero será dificultada por modificadores de provincia negativos: guerra, enfermedad y asedios. Construye §YHospitales§! y mantén la provincia libre de ejércitos hostiles para asegurarte que el condado sigue prosperando.;;;;;;;;;x
desc_prosperity_modifier_3;A prolonged period of peace and shrewd management has caused this county to §YBoom§!! \n\n§YProsperity§! will increase with time, but will be hampered by negative province modifiers, war, disease and sieges. Construct §YHospitals and Infrastructure§! and keep the province clear of hostile armies to ensure that the county continues to prosper.;Une période prolongée de paix et une gestion judicieuse ont donné lieu à une §Yéconomie en plein essor§! dans le comté ! \n\nLa §Yprospérité§! augmentera avec le temps, mais sera entravée par tout modificateur comtal négatif, la guerre, la maladie ou un siège. Construisez un §Yhôpital§! et gardez toute armée ennemie hors du comté afin qu'il continue à prospérer.;Nach einer langen Zeit des Friedens und gewandter Verwaltung §Yfloriert§! diese Grafschaft geradezu! \n\nDer §YWohlstand§! wird sich im Lauf der Zeit steigern, doch negative Provinzmodifikatoren, Kriege, Krankheiten und Belagerungen wirken dem entgegen. Baut §YHospitale§! und haltet feindliche Armeen aus der Provinz fern, damit die Grafschaft weiter boomen kann.;;Un prolongado período de paz y gestión inteligente ha llevado a este condado a un §YAuge§!! \n\nLa §YProsperidad§! aumentará con el tiempo, pero será dificultada por modificadores de provincia negativos: guerra, enfermedad y asedios. Construye §YHospitales§! y mantén provincia libre de ejércitos hostiles para asegurarte que el condado sigue prosperando.;;;;;;;;;x
logging_company_province;Logging Company;Société forestière;Holzfällergesellschaft;;Empresa maderera;;;;;;;;;x
desc_logging_company_province;The prime wood contained within the forests of this county has drawn the attention of an elite group of artisans.;Le bois de premier choix des forêts de ce comté a attiré l'attention d'un groupe d'artisans d'élite.;Das qualitativ hochwertige Holz in den Wäldern dieser Grafschaft hat die Aufmerksamkeit einer Gruppe ausgezeichneter Kunsthandwerker geweckt.;;La madera de primera que contiene los bosques de este condado ha llamado la atención de un grupo selecto de artesanos.;;;;;;;;;x
